chunk_id,rule_id,domain,source_file,error_code,historical_context,severity,difficulty,text
121,dajda_2020_trends_software:DOMINANT_FUNCTION:1,auditor,knowledge_base/Methodology/Dajda_2020_Trends_Software.txt,DOMINANT_FUNCTION,Modern algorithmic composition systems and interactive AI workflows,Stylistic,intermediate,"Importantly, each chord has its own function that determines its role and usage in a musical piece. The most important harmonic functions are: tonic (denoted T) based on the first note of the scale, subdominant (S) based on the fourth note and dominant (D) based on the fifth note. Functional harmony provides many rules in two contexts: ver- tical and horizontal."
122,deng_2024_composerx_multiagent:DOMINANT_FUNCTION:1,auditor,knowledge_base/Methodology/Deng_2024_ComposerX_MultiAgent.txt,DOMINANT_FUNCTION,Modern algorithmic composition systems and interactive AI workflows,Stylistic,intermediate,"While much of the research emphasis has been on the STEM aspects of AGI [15–17], there is comparatively less focus on its cre- ative dimensions, particularly in music creation. Cur- rent methodologies primarily involve training LMs from scratch, as seen with initiatives like MusicLM [9] and MusicGen [10], with a predominant focus on audio gen- eration. However, these models often struggle with pro- cessing advanced musical instructions and typically offer 1Demo page: https://lllindsey0615.github.io/ComposerX_demo/ only limited control options, such as genre and instrument selection."
123,deng_2024_composerx_multiagent:DOMINANT_FUNCTION:2,auditor,knowledge_base/Methodology/Deng_2024_ComposerX_MultiAgent.txt,DOMINANT_FUNCTION,Modern algorithmic composition systems and interactive AI workflows,Stylistic,intermediate,"line outperformed all the single-agent baselines. In ad- dition to the dominant performance of the multi-agent baseline over single-agent baselines, we also observe that the multi-agent baseline has a stronger ability to gener- ate longer music. As indicated by Table 6, GPT-4-Turbo multi demonstrates the capacity to generate music pieces nearly three times longer than those produced by any other single-agent baselines."
124,hahn_2023_schenkcomposer_interpretable:CADENCE_GRAVITY:1,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Laitz [21]describes two main categories of common phrase struc- tures in Western classical music, the sentence and the period, both of which we use in our experiments. The simplest implementation of a sentence takes the form of 𝑎−𝑎′−𝑏, where the proportional length of each subphrase is 1 : 1 : 2 and𝑏ends with a cadence,is often divided into a sentence structure itself. In fact, Figure 3 is an example of a sentence within a sentence within a sentence."
125,hahn_2023_schenkcomposer_interpretable:CADENCE_GRAVITY:2,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"In fact, Figure 3 is an example of a sentence within a sentence within a sentence. A period consists of two phrases, an antecedent ( 𝐴) and a consequent (𝐵or𝐴′), each ending with a cadence, where the first cadence is “weaker” than the second. Cadences ending on an “open” harmony such as𝑉are considered weakest, while “closed” cadences such as those ending on 𝐼are stronger."
126,hahn_2023_schenkcomposer_interpretable:CADENCE_GRAVITY:3,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"A period consists of two phrases, an antecedent ( 𝐴) and a consequent (𝐵or𝐴′), each ending with a cadence, where the first cadence is “weaker” than the second. Cadences ending on an “open” harmony such as𝑉are considered weakest, while “closed” cadences such as those ending on 𝐼are stronger. Phrases that make up a period may be sentences themselves or made of less organized subphrases."
127,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:4,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"Harmonic entities can consist of any notes specified by the user or gathered from a dataset’s harmonies. For instance, Western clas- sical or pop style may sample from pitch class sets represented by Roman numerals: H=n 𝐼:{0,4,7}, 𝑖𝑖:{2,5,9},..., 𝑣𝑖𝑖𝑜:{2,5,11}o . Here,His the set of possible harmonies, which are represented as sets of chromatic pitch classes (0 =𝐶,1=𝐶♯/𝐷♭,..., 11= 𝐵)."
128,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:5,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"For our har- monic PCFG we define a CFG with nonterminal variables Vand terminals Σas follows, V=n 𝑓𝑖:𝑖∈N≥2o ,Σ=H, (1) where𝑓∈F is a functional category expansion of length 𝑖. For instance, in Western classical music, the set Fmight include tonic (𝑇), predominant ( 𝑃𝐷), and dominant ( 𝐷) functional categories. The start variableSmight lead to a string of variables based on the given harmonic rhythm, such as 𝑇4−𝑃𝐷2−𝐷2−𝐼, which may then break into the sequence, [𝐼−𝐼𝑉−𝑉−𝐼6]𝑇−[𝐼𝑉−𝑖𝑖6]𝑃𝐷−[𝑉8−𝑉7]𝐷−𝐼."
129,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:6,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"We have found this occurs with unusual parameter settings and could be resolved with more contour data. Desired features included more rhythm and phrase options, improved edu- cational features for non-musicians, simpler navigation, and use of non-diatonic harmony. We will continue to work towards including and improving these features."
130,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:7,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"Arrows point to harmonies that precede the source harmony. Arrow width indicates the relative probability from one harmony to another.C.2 Pentatonic Using the major pentatonic scale, we attempted to generate melodies of the traditional Chinese style. We replace the transition matrix with a simple four-harmony system that only includes notes of the pentatonic scale (see Figure 22)."
131,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:8,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"Arrow width indicates the relative probability from one harmony to another.C.2 Pentatonic Using the major pentatonic scale, we attempted to generate melodies of the traditional Chinese style. We replace the transition matrix with a simple four-harmony system that only includes notes of the pentatonic scale (see Figure 22). Figure 22: Pentatonic transition graph."
132,hahn_2023_schenkcomposer_interpretable:DOMINANT_FUNCTION:9,auditor,knowledge_base/Methodology/Hahn_2023_SchenkComposer_Interpretable.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,We replace the transition matrix with a simple four-harmony system that only includes notes of the pentatonic scale (see Figure 22). Figure 22: Pentatonic transition graph. Arrows point to har- monies that precede the source harmony.
133,huang_2012_score_reduction:LEADING_TONE_UNRESOLVED:1,auditor,knowledge_base/Methodology/Huang_2012_Score_Reduction.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"For each consecutive pair of chords, let C fewerbe the chord with fewer notes and Cmor e be the chord with more notes. Resolve each tendency tone, and then each note of Cfeweris grouped with its neighbor of the nearest pitch in Cmor e. For different chords, the notes are grouped based on the following."
134,huang_2012_score_reduction:DOMINANT_FUNCTION:2,auditor,knowledge_base/Methodology/Huang_2012_Score_Reduction.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,The voice-leading matrix is two-dimensional (12 ×12). The indices are relative to the tonic and the entry indicates the voice leading priority from pitch row to pitch column. Interested readers can referto Lui et al.
135,li_2025_crossmodal_interaction:SPACING:1,auditor,knowledge_base/Methodology/Li_2025_CrossModal_Interaction.txt,SPACING,Common Practice Period and tonal theory,Critical,intermediate,"The STFT output is then processed using a set of Mel band-pass filters, which are lin- early distributed on the Mel scale. The Mel scale, a frequency scale based on human auditory perception, approximates linear frequency spacing in the low-frequency range but follows a logarithmic relationship in the high-frequency range. The logarithmic transformation further compresses the output of the Mel filter bank into the decibel scale, reducing the dynamic range of the high-frequency components to better match the characteristics of the human auditory system."
136,li_2025_crossmodal_interaction:SPACING:2,auditor,knowledge_base/Methodology/Li_2025_CrossModal_Interaction.txt,SPACING,Common Practice Period and tonal theory,Critical,intermediate,"MIDI typically represents music in the form of an event sequence, with common events including Note-on, Note-off, Time Shift, and Velocity. Since MIDI uses time-shift events to represent the temporal spacing between notes, adding or removing notes often requires merging or splitting multiple time-shift events. This process can reduce the training effi- ciency of generative models."
137,li_2025_crossmodal_interaction:DOMINANT_FUNCTION:3,auditor,knowledge_base/Methodology/Li_2025_CrossModal_Interaction.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"2) Song Understanding: Song Understanding focuses on the tasks of automatic lyrics transcription and alignment, aiming to extract lyrics from audio signals and align them precisely with the corresponding melody. Early-stage approaches predominantly rely on traditional audio feature analysis and handcrafted algorithms, such as Hidden Markov Models (HMMs) [84]–[87], Gaussian Mixture Models (GMMs) [88], and probabilistic models [89]. Although these methods achieve moderate success in constrained scenar- ios, they are limited by the constraints of manually designed features and insufficient model expressiveness, making them ill-suited for complex and variable audio environments."
138,li_2025_crossmodal_interaction:CADENCE_GRAVITY:4,auditor,knowledge_base/Methodology/Li_2025_CrossModal_Interaction.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Nam, “Graph neural network for music score data and modeling expressive piano performance,” in International Conference on Machine Learning (ICML) . Widmer, “Cadence detection in symbolic classical music using graph neural networks,” in International Society for Music Information Retrieval Conference (ISMIR) , 2022. Widmer, “Musical voice separation as link prediction: Modeling a musical perception task as a multi- trajectory tracking problem,” in International Joint Conference on Artificial Intelligence (IJCAI) , 2023, pp."
139,liao_2025_musicair_algorithms:CADENCE_GRAVITY:1,auditor,knowledge_base/Methodology/Liao_2025_MusicAIR_Algorithms.txt,CADENCE_GRAVITY,Modern algorithmic composition systems and interactive AI workflows,Stylistic,intermediate,"Since this paper is solely focused on the generation of main melodies, no further musical complexity is added. For future work, the pitch construction can still be improved upon by adding more layers of complexity, such as including chord progressions and a variety of cadences. Furthermore, more experiments with different songwriting genres can be considered to present more diverse AI-generated works, which may impact both the rhythmic structure and pitch construction."
140,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:1,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"The background upper voice outlines a 3rd progression (E ♯- D♯-C♯orˆ3-ˆ2-ˆ1), which is a common cadential melodic pattern in tonal mu- sic. The background harmonic struc- ture is described in Roman numerals at the bottom with red dotted lines to separate major harmonic shifts. The first measure outlines a cadential V , while measure 2 unfolds the resolution of the 6th and 4th to the tones of a dominant (G ♯) harmony, which resolves to tonic I (C ♯) in measure 3."
141,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:2,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"The background harmonic struc- ture is described in Roman numerals at the bottom with red dotted lines to separate major harmonic shifts. The first measure outlines a cadential V , while measure 2 unfolds the resolution of the 6th and 4th to the tones of a dominant (G ♯) harmony, which resolves to tonic I (C ♯) in measure 3. The orange line connecting the bass G ♯in measure 1 to the treble D ♯in measure 2 clarifies that they are part of the same harmony in the background structure, separated by a relatively large span of time."
142,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:3,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"The orange line connecting the bass G ♯in measure 1 to the treble D ♯in measure 2 clarifies that they are part of the same harmony in the background structure, separated by a relatively large span of time. Note that the parenthetical I6in measure 2 is understood as a foreground passing harmony,prolonging the dominant V harmony that surrounds it. Prolongation (the inspiration for our model’s name) refers to the phenomenon where certain notes or harmonies are “in control” at deeper levels of structure."
143,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:4,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Figure 4: A common Schenkerian structure as three phrases of generated music. Green and red represent music in the home and dominant key, respectively. Here, the 2nd phrase was originally generated in the home key, but is transposed to the dominant via our fusion method in Section 3.3."
144,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:5,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Green and red represent music in the home and dominant key, respectively. Here, the 2nd phrase was originally generated in the home key, but is transposed to the dominant via our fusion method in Section 3.3. Phrase Fusion:To create a smooth transition between phrases, we employ a pivot chord modulation scheme."
145,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:6,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Phrase Fusion:To create a smooth transition between phrases, we employ a pivot chord modulation scheme. Say we want to “modulate” from the tonic key “I” in aantecedentphrase to the dominant key “V” in aconsequentphrase (see Figure 3 for example). We first assume all phrases are based in a particular key (e.g."
146,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:7,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"We first assume all phrases are based in a particular key (e.g. If the antecedent ends on a tonic “I” harmony, the consequent can reinterpret the tonic harmony as a surface level subdominant “IV” in the deeper level motion to the dominant “V .” Therefore, we search our dictionary of organized phrases for a phrase that begins on a local harmony that typically comes after a “IV” harmony. The sampled phrase can then be transposed to the desired key (dominant “V” in our example here) and appended to the antecedent as the consequent phrase."
147,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:8,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"If the antecedent ends on a tonic “I” harmony, the consequent can reinterpret the tonic harmony as a surface level subdominant “IV” in the deeper level motion to the dominant “V .” Therefore, we search our dictionary of organized phrases for a phrase that begins on a local harmony that typically comes after a “IV” harmony. The sampled phrase can then be transposed to the desired key (dominant “V” in our example here) and appended to the antecedent as the consequent phrase. Similar transitions can move from one key to any other."
148,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:9,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"For instance, the most famous structure in SchA is a 3-lineUrsatz(depicted in Figure 4). The harmonic progression follows a tonic-dominant-tonic ( I−V−I ) structure with root position bass notes and a stepwise descending third in the treble ( ˆ3−ˆ2−ˆ1). One realization of this structure would involve three phrases."
149,ni_hahn_2025_progress_schenker:CADENCE_GRAVITY:10,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,CADENCE_GRAVITY,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,One realization of this structure would involve three phrases. The first phrase would end in the home key with an authentic cadence ( V−I ) 5 --- Page 6 --- andˆ3in the treble voice. The second phrase would end with an authentic cadence in the dominant key (V) with global ˆ2(local ˆ5) in the treble voice.
150,ni_hahn_2025_progress_schenker:CADENCE_GRAVITY:11,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,CADENCE_GRAVITY,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"The first phrase would end in the home key with an authentic cadence ( V−I ) 5 --- Page 6 --- andˆ3in the treble voice. The second phrase would end with an authentic cadence in the dominant key (V) with global ˆ2(local ˆ5) in the treble voice. Finally, phrase three would end with a perfect authentic cadence in the home key; it would end withV−Iin the bass and ˆ1in the treble."
151,ni_hahn_2025_progress_schenker:CADENCE_GRAVITY:12,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,CADENCE_GRAVITY,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"The second phrase would end with an authentic cadence in the dominant key (V) with global ˆ2(local ˆ5) in the treble voice. Finally, phrase three would end with a perfect authentic cadence in the home key; it would end withV−Iin the bass and ˆ1in the treble. 4 Experiments We ran several experiments, including a human survey, ablation studies, and genre flexibility demon- strations."
152,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:13,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,Musical samples and genre flexibility demonstrations may be found on our Github page2. Our model was trained on all individual phrases of the Bach chorales that are based in their respective global tonics. We provide the full survey instrument and excerpts in the Supplemental Materials.
153,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:14,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Survey Design:For our subjective experiments, we use the same survey instrument as [ 15] and [ 16]. We compare against Bach and several models specialized for Bach chorale generation: DeepBach [14], NotaGen [ 42], Music Transformer [ 19], and TonicNet [ 33]. For each pair of chorales we asked: 1)On a scale of 0 (not enjoyable) to 10 (very enjoyable), how would you rate Chorale X?2)On a scale of 0 (certain it’s by a computer) to 10 (certain it’s by a human), what is your degree of belief that a human composed Chorale X?3)Which Chorale do you prefer?"
154,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:15,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Method Proportion 95% CI vs. TonicNet 0.56 (0.29, 0.61) vs. Music Transformer 0.76 (0.60, 0.88) vs."
155,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:16,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Method Mean 95% CI p-value ProGress 6.37 (6.08, 6.66) ref. Bach 5.47 (4.80, 6.14) 0.011 DeepBach 5.00 (4.21, 5.79) <0.001 NotaGen 5.75 (4.59, 6.91) 0.152 Music Transformer 3.68 (2.81, 4.54) <0.001 TonicNet 5.12 (4.27, 5.96) 0.001 12 --- Page 13 --- Figure 10 and Table 4 show that participants are generally uncertain about whether the excerpts are written by a human or not. Still, ProGress clearly outperforms other models."
156,ni_hahn_2025_progress_schenker:DOMINANT_FUNCTION:17,auditor,knowledge_base/Methodology/Ni_Hahn_2025_ProGress_Schenker.txt,DOMINANT_FUNCTION,Schenkerian tonal hierarchy and common-practice structure,Stylistic,intermediate,"Method Mean 95% CI p-value Bach 4.76 (4.06, 5.47) ref. ProGress 5.68 (5.34, 6.03) 0.162 DeepBach 4.09 (3.25, 4.92) 0.212 NotaGen 4.63 (3.38, 5.87) 0.664 Music Transformer 2.76 (1.98, 3.55) <0.001 TonicNet 4.06 (3.21, 4.90) 0.196 C. Ablation Study For our ablation studies, we experiment by removing various features within the Rmatrix, plus removing the Rmatrix altogether."
157,zhou_2024_music_reasoning:GENERAL_THEORY:1,auditor,knowledge_base/Methodology/Zhou_2024_Music_Reasoning.txt,GENERAL_THEORY,Common Practice Period and tonal theory,Stylistic,intermediate,"--- Page 1 ---
CAN LLMS ""REASON"" IN MUSIC? AN EVALUATION OF LLMS’
CAPABILITY OF MUSIC UNDERSTANDING AND GENERATION
Ziya Zhou1,2Yuhang Wu2Zhiyue Wu3
Xinyue Zhang2Ruibin Yuan1,2Yinghao Ma2,4
Lu Wang3Emmanouil Benetos4Wei Xue1Yike Guo1
1AIS, The Hong Kong University of Science and Technology
2Multimodal Art Projection
3Shenzhen University
4C4DM, Queen Mary University of London
zzhoucp@connect.ust.hk, weixue@ust.hk, yikeguo@ust.hk
ABSTRACT
Symbolic Music, akin to language, can be encoded in dis-
crete symbols. Recent research has extended the appli-
cation of large language models (LLMs) such as GPT-4
and Llama2 to the symbolic music domain including un-
derstanding and generation. Yet scant research explores
the details of how these LLMs perform on advanced mu-
sic understanding and conditioned generation, especially
from the multi-step reasoning perspective, which is a crit-
ical aspect in the conditioned, editable, and interactive
human-computer co-creation process. This study conducts
a thorough investigation of LLMs’ capability and limita-
tions in symbolic music processing. We identify that cur-
rent LLMs exhibit poor performance in song-level multi-
step music reasoning, and typically fail to leverage learned
music knowledge when addressing complex musical tasks.
An analysis of LLMs’ responses highlights distinctly their
pros and cons. Our findings suggest achieving advanced
musical capability is not intrinsically obtained by LLMs,
and future research should focus more on bridging the gap
between music knowledge and reasoning, to improve the
co-creation experience for musicians.
1. INTRODUCTION
Large language models (LLMs), such as GPT-4, harness
the power of deep learning to produce human-like text.
These models, trained on vast datasets of textual content,
have notably propelled advancements in natural language
processing (NLP). They excel in complex language under-
standing and generation tasks including translation, sen-
timent analysis, question answering, and summarization,
showcasing their reasoning capability with sophistication.
Large language models (LLMs), initially pre-trained on
© Z. Zhou, Y . Wu, and Z. Wu. Licensed under a Creative
Commons Attribution 4.0 International License (CC BY 4.0). Attribu-
tion: Z. Zhou, Y . Wu, and Z. Wu, “Can LLMs ""Reason"" in Music?
An Evaluation of LLMs’ Capability of Music Understanding and Gener-
ation”, in Proc. of the 25th Int. Society for Music Information Retrieval
Conf., San Francisco, United States, 2024.extensive textual corpora, can assimilate general linguistic
patterns and structures. They are subsequently fine-tuned
with domain-specific data, such as code and mathemati-
cal symbols, to enhance the adaptation to specific tasks.
This refinement allows LLMs’ proficiency to more accu-
rately manage domain-specific terminology and compli-
cated challenges like multi-step reasoning. Music Reason-
ing refers to the ability to estimate the varying harmonies,
keys, rhythms, and other musical elements that are not ex-
plicitly annotated in a piece of music and are significant
for music themes, progression, and styles [1]. The analogy
between the reasoning process in music and mathemat-
ics suggests their structural similarities. Both disciplines
fundamentally rely on patterns: music in rhythms, scales,
and chord progressions, while mathematics involves se-
quences, symmetries, and geometric configuration. More-
over, music theory utilizes mathematical concepts to artic-
ulate intervals between pitches, chord structures, and the
rhythmic temporal division [2, 3], underscoring the intrin-
sic reasoning nature of the musical components.
Music can be represented as sequences of symbols such
as MIDI or ABC notation, rendering it suitable for process-
ing by LLMs, which excel in long-context understanding
and multi-step reasoning. These models are capable to dis-
sect and generate intricate musical patterns encompassing
melodic, harmonic, and rhythmic structures. LLMs also
play a pivotal role in enhancing interactive music gener-
ation systems, where user inputs tailor the model’s out-
put, enriching the composing experience. While previous
studies [1,4,5] have investigated LLMs in music tasks, de-
tailed interpretations of the process remains less explored.
This paper conduct an evaluation of four LLMs, GPT-
4 [6], Gemma-7B-it [7], Llama2-7B-chat [8], and Qwen-
7B-chat [9], assessing their capabilities on tasks related to
symbolic music understanding and generation:
• Music Understanding: 1) Music theory exercise; 2)
Motif extraction; 3) Musical form extraction.
• Music Generation: 1) Chord-conditioned music gen-
eration; 2) Melody harmonization; 3) Musical-form-
and-motif-conditioned music generationarXiv:2407.21531v1  [cs.SD]  31 Jul 2024"
158,zhou_2024_music_reasoning:GENERAL_THEORY:2,auditor,knowledge_base/Methodology/Zhou_2024_Music_Reasoning.txt,GENERAL_THEORY,Common Practice Period and tonal theory,Stylistic,intermediate,"--- Page 2 ---
The task of ""Musical Form & Motif Conditioned Mu-
sic Generation"" as described in Chatmusician [1] involves
generating music that adheres to detailed prescribed condi-
tions like form and motif. Figure 1 illustrates this process:
The prompt’s green text specifies conditional constraints
including the musical form, motif, and some musical el-
ements (key, time signature, etc.). Under the prompt, the
left sheet presents the human composer’s work. The right
sheets show ABC notations from different models along-
side the reference. The Gemma-7B-it model merely repli-
cates the provided motif, adding no new elements. Simi-
larly, GPT-4 simply repeats the given condition. Qwen-7B-
chat and Llama-7B-chat include correct musical elements
and the motif but fail to capture the musical form ""AB"" and
maintain the duration of a measure.
The main contributions of our paper are as follows: (1)
we provide multi-step prompt engineering and explore how
LLMs exhibit their reasoning capabilities with multi-step
instructions in music understanding and generation tasks.
(2) we assess four major LLMs on various symbolic music
tasks, analyzing their reasoning in ABC sequences through
quantitative statistical results and qualitative human as-
sessment, including error analysis. The examples, hand-
crafted prompts, and codes of data preprocessing are avail-
able at github.
2. RELATED WORK
In this section, we summarize related works from two per-
spectives. First, we introduce previous studies on LLMs in
the symbolic music domain, explaining their performance
and evaluation methods in music understanding and gen-
eration tasks. Then, we discuss the application of LLMs
in reasoning math problems and controllable creative text
generation, highlighting similarities between the reasoning
processes in music and math and the conditioned, open-
ended nature of both music and text generation.
2.1 LLMs in Symbolic Music Domain
This subsection reviews the application of LLMs in the
symbolic music domain. Previous studies have focused
on adapting LLMs for music understanding and gener-
ation. Chatmusician [1] uses continual pre-training and
fine-tuning on LLaMA2 to understand and generate ABC
notation music, without specialized music structures or
tokenizers. SongComposer [4] collects a song pretrain-
ing dataset including lyrics, melodies and paired lyrics-
melodies, employing 10K crafted QA pairs to enable
LLMs to perform multiple music-related tasks such as
lyric-to-melody conversion and song continuation. Mu-
sicAgent [10] integrates various music tools into a sin-
gle system, though it lacks interaction among these tools.
Most approaches view music creation as a linear process,
which diverges from the multi-step approach humans use,
limiting their applicability for generating creative works.
To mimic human creative processes, ByteComposer [5]
employs a four-step method to replicate the creative work-
flow of human composers: conception analysis, draft Com-position, self-evaluation and modification, and human aes-
thetic selection. And designs an interactive agent system
consisting of expert, generator, voter, and memory mod-
ules. What’s more, they construct supervised fine-tuning
data covering tasks of basic music theory conception, con-
trol code generation, music score evaluation and next-step
planning. Despite being a significant step towards multi-
step music creation with LLMs, it lacks a detailed discus-
sion on the limits of LLMs at each stage.
2.2 Reasoning and Controllable Generation with
LLMs
""Reasoning"" in NLP involves integrating various knowl-
edge sources or contexts to generate new assertions,
events, or actions [11]. This process often breaks com-
plex questions into sequential steps [12]. Techniques such
as Chain-of-Thoughts (CoT) [13, 14] have shown effec-
tiveness in addressing complex reasoning tasks, particu-
larly in mathematics. The Program-of-Thoughts approach
improves upon CoT by using language models to gener-
ate text and code, enhancing math problem-solving per-
formance [15]. Plan-and-Solve (PS) Prompting, a zero-
shot technique, outperforms zero-shot CoT significantly,
exceeds Zero-shot Program-of-Thoughts, and matches 8-
shot CoT in math reasoning [16].
While music and mathematics share similarities, it is
crucial to recognize that music is not as deterministic. In
controllable music generation, despite given chords, mo-
tifs, and forms, unpredictable elements still significantly
affect the quality of the music, similar to controllable text
generation. Zhang et al. [17], identify three types of con-
trol conditions: semantic, structural, and lexical. Semantic
controls refer to content control such as sentiment [18, 19]
or topic [20, 21], resembling style and emotion in music.
Structural control involves shaping the structure of the gen-
erated text, such as setting a story’s framework or using
data from tables or graphs as input, similar to specifying
musical forms for generation [22, 23]. Lexical controls
manage vocabulary usage, ensuring specific keywords ap-
pear, akin to using musical chords and motifs as guidelines.
LLMs are extensively applied in diverse controllable and
creative generation tasks [24–26]. These systems’ abilities
in long-context and multi-step generation under predefined
conditions are examined, though such analyses are rarely
applied in the music domain.
3. METHODOLOGY
3.1 Datasets
In this paper, we incorporate six tasks covering from mu-
sic understanding to generation. The data is collected
from MusicPile andMusicBench in ChatMusician [1]. The
statistics of the dataset we use are shown in Table 1. Each
model can support the maximum length of tokens of each
task."
